Rent,Beds,Baths,Area_in_sqft,log_area,property_rank_in_location,area_deviation_from_location,location_type_premium,furnishing_type_premium,bath_bed_ratio,area_per_bedroom,type_room_premium,Location,Type,Furnishing
155000,5,6,3750,8.229777750081887,0.92680608365019,1.877981259076378,1.0136978149900917,0.9962982747044148,1.0,625.0,1.73912046358283,Al Reef,Villa,Unfurnished
250000,5,7,12000,9.39274525863144,0.9484848484848484,1.64514822323057,1.580416953822201,0.9962982747044148,1.1666666666666667,2000.0,1.73912046358283,Shakhbout City,Villa,Unfurnished
280000,4,5,4661,8.447199819595703,0.8896434634974533,1.8183857392072853,2.6564852983480995,0.9962982747044148,1.0,932.2,1.73912046358283,Yas Island,Villa,Unfurnished
90000,3,4,1560,7.353081920515432,0.3973384030418251,-0.7238944246177634,0.6240034793372066,0.9962982747044148,1.0,390.0,0.7630233435089949,Al Reef,Apartment,Unfurnished
105000,3,4,2000,7.601402334583733,0.5769961977186312,-0.2011431457020455,0.9234854166485807,0.9962982747044148,1.0,500.0,1.638368156401277,Al Reef,Townhouse,Unfurnished
120000,3,3,1750,7.467942332285852,0.7585877862595419,0.626331281178891,0.8446181966312187,0.9962982747044148,0.75,437.5,0.7630233435089949,Al Reem Island,Apartment,Unfurnished
63000,3,2,2200,7.696667081526462,0.5371577574967406,-0.4753000375663823,0.3399731209065741,0.9962982747044148,0.5,550.0,0.7630233435089949,Madinat Al Riyadh,Apartment,Unfurnished
165000,4,5,4000,8.294299608857235,0.8151071025930101,1.4271276148708567,1.8173839994524188,0.9962982747044148,1.0,800.0,1.73912046358283,Al Khalidiyah,Villa,Unfurnished
65000,1,1,690,6.53813982376767,0.115874363327674,-0.8012191847962185,0.9394332373565368,0.9962982747044148,0.5,345.0,0.7630233435089949,Yas Island,Apartment,Unfurnished
28000,0,1,650,6.478509642208569,0.1361323155216285,-0.5564710147016922,0.3943848198900072,0.9962982747044148,1.0,650.0,0.7630233435089949,Khalifa City,Apartment,Unfurnished
100999,2,4,1849,7.52294091807237,0.7173754998182479,-0.2085849774463826,0.3943848198900072,0.9962982747044148,1.3333333333333333,616.3333333333334,0.7630233435089949,Khalifa City,Apartment,Unfurnished
65000,2,2,1120,7.02197642307216,0.2125,-0.9306292131872494,0.762644539435771,0.9962982747044148,0.6666666666666666,373.3333333333333,0.7630233435089949,Sheikh Khalifa Bin Zayed Street,Apartment,Unfurnished
300000,4,5,4284,8.36287583103188,0.8863636363636364,0.1838427723543784,2.939691702566747,0.9962982747044148,1.0,856.8,1.73912046358283,Al Bateen,Villa,Unfurnished
160000,7,7,5600,8.630700432209832,0.8304252998909487,0.8797557446092189,1.7487047064323402,0.9962982747044148,0.875,700.0,1.73912046358283,Khalifa City,Villa,Unfurnished
